Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,154.500000,154.809998,153.539993,154.250000,144.162811,4202500
2018-01-03,157.339996,159.809998,156.330002,158.490005,148.125549,9441600
2018-01-04,159.649994,162.320007,159.369995,161.699997,151.125626,7556200
2018-01-05,162.440002,162.899994,161.100006,162.490005,151.863968,5195800
2018-01-08,162.660004,163.910004,161.699997,163.470001,152.779877,5237500
2018-01-09,163.899994,164.529999,163.059998,163.830002,153.116333,4341800
2018-01-10,162.910004,164.330002,162.500000,164.179993,153.443436,4174100
2018-01-11,164.800003,164.940002,163.300003,164.199997,153.462143,3794500
2018-01-12,164.020004,164.740005,163.029999,163.139999,152.471436,5031900
2018-01-16,165.100006,165.289993,163.350006,163.850006,153.135025,7794200
2018-01-17,168.009995,169.130005,167.259995,168.649994,157.621109,11630500
2018-01-18,170.000000,171.130005,168.149994,169.119995,158.060364,14259300
2018-01-19,164.460007,165.399994,161.300003,162.369995,151.751785,21172500
2018-01-22,161.509995,163.979996,161.110001,162.600006,151.966766,8480800
2018-01-23,162.820007,166.259995,162.509995,166.250000,155.378067,7466200
2018-01-24,166.750000,168.720001,164.820007,165.369995,154.555603,5645000
2018-01-25,165.910004,166.779999,165.190002,165.470001,154.649063,3302500
2018-01-26,166.119995,167.410004,165.789993,167.339996,156.396790,3787900
2018-01-29,167.449997,168.389999,166.009995,166.800003,155.892090,3517000
2018-01-30,166.210007,166.770004,163.160004,163.619995,152.920059,4902300
2018-01-31,163.750000,164.990005,162.759995,163.699997,152.994812,4072800
2018-02-01,163.190002,164.130005,161.899994,162.399994,151.779831,4434200
2018-02-02,161.699997,162.000000,158.869995,159.029999,148.630203,5251900
2018-02-05,157.889999,158.500000,150.000000,152.529999,142.555283,8746600
2018-02-06,150.289993,155.490005,149.110001,155.339996,145.181519,9867700
2018-02-07,154.169998,155.339996,153.279999,153.850006,143.788971,6149200
2018-02-08,152.479996,153.160004,147.500000,147.589996,139.296432,6779100
2018-02-09,148.600006,150.539993,144.399994,149.509995,141.108566,7828300
2018-02-12,150.899994,152.399994,150.300003,151.399994,142.892334,5881400
2018-02-13,150.899994,151.179993,149.639999,150.750000,142.278885,4891000
2018-02-14,150.190002,155.000000,150.000000,154.759995,146.063538,5479000
2018-02-15,155.500000,156.860001,153.699997,156.009995,147.243317,5623600
2018-02-16,155.710007,157.789993,155.690002,156.179993,147.403748,4282900
2018-02-20,155.789993,155.960007,153.869995,155.160004,146.441055,4489600
2018-02-21,155.429993,156.789993,153.899994,153.960007,145.308517,3728600
2018-02-22,154.500000,155.039993,152.789993,153.179993,144.572311,4024600
2018-02-23,154.300003,155.850006,154.070007,155.520004,146.780838,3256100
2018-02-26,155.809998,158.880005,155.509995,158.580002,149.668900,3610300
2018-02-27,158.460007,159.779999,156.529999,156.550003,147.752960,4237300
2018-02-28,157.500000,158.139999,155.800003,155.830002,147.073410,3803500
2018-03-01,155.529999,156.970001,152.789993,153.809998,145.166901,4039300
2018-03-02,152.789993,154.759995,151.880005,154.490005,145.808731,3261100
2018-03-05,154.119995,157.490005,153.750000,156.949997,148.130463,3670600
2018-03-06,157.279999,157.889999,155.160004,155.720001,146.969589,3685700
2018-03-07,155.000000,158.830002,154.729996,158.320007,149.423523,4607700
2018-03-08,159.000000,159.570007,155.070007,156.210007,147.432068,6455600
2018-03-09,157.470001,159.580002,157.300003,159.309998,150.357864,5022200
2018-03-12,159.639999,161.020004,158.869995,160.259995,151.254471,5063500
2018-03-13,160.089996,162.110001,158.809998,159.320007,150.367294,4185600
2018-03-14,160.169998,160.679993,157.740005,158.119995,149.234741,3631800
2018-03-15,158.710007,161.250000,158.520004,159.610001,150.640991,3870600
2018-03-16,160.059998,161.979996,159.639999,160.259995,151.254471,9262700
2018-03-19,159.710007,159.889999,156.449997,157.350006,148.507996,5482000
2018-03-20,157.520004,157.929993,155.289993,156.199997,147.422607,4336700
2018-03-21,156.570007,158.199997,155.919998,156.690002,147.885086,3482200
